Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux)
20240414132009,0.06,1009.1,26.3,96.72,7243.46
20240414133009,0.16,1009.34,26.4,93.62,11441.55
20240414134009,0.09,1008.94,27.43,86.55,11062.79
20240414135009,0.07,1008.25,27.78,87.57,8147.97
20240414140009,0.01,1007.45,31.56,74.07,18316.96
20240414141009,0.11,1007.32,36.15,55.27,37912.1
20240414142009,0.11,1007.44,35.56,55.46,33112.3
20240414143009,0.08,1007.88,33.81,59.45,26762.98
20240414144009,0.05,1008.5,31.79,65.15,21360.27
20240414145009,0.03,1008.11,32.58,62.26,18716.27
20240414150009,0.02,1008.13,31.53,67.31,15273.14
20240414151009,0.06,1009.89,23.11,103.65,-726.68
20240414152009,0.1,1009.33,25.18,98.6,2644.92
20240414153009,0.06,1010.0,24.89,97.88,7256.17
20240414154009,0.07,1009.52,25.18,96.98,5259.74
20240414155009,0.1,1009.35,24.98,99.0,4148.79
20240414160009,0.08,1009.07,25.58,97.54,5108.5
20240414161009,0.06,1009.17,25.77,94.54,5180.06
20240414162009,0.06,1009.06,26.12,93.54,5869.23
20240414163009,0.07,1008.85,26.37,93.57,5970.71
20240414164009,0.08,1008.84,26.42,92.69,5429.83
20240414165009,0.06,1008.75,26.78,92.16,5606.2
20240506090009,0.01,1003.72,48.67,31.96,75037.19
20240506091009,0.09,1006.11,36.21,66.13,33452.84
20240506092009,0.2,1003.74,39.87,52.44,26650.44
20240506093009,0.47,1004.47,40.24,50.01,33746.18
20240506094009,0.71,1004.02,40.51,48.3,32889.44
20240506095009,0.44,1003.09,43.95,37.55,40333.44
20240506100009,0.33,1003.05,44.31,37.11,43507.75
20240506101009,0.43,1002.68,45.38,34.69,46192.96
20240506102009,0.27,1001.91,47.7,29.64,46807.85
20240506103009,0.32,1002.0,47.91,29.07,54998.75
20240506104009,0.37,1001.69,48.46,27.77,52936.44
20240506105009,0.42,1002.95,47.9,27.83,63428.53
20240506110009,0.44,1003.97,45.91,31.81,62779.36
20240506111009,0.1,1006.37,34.81,70.17,27172.73
20240506112009,0.03,1004.37,39.92,51.88,30554.84
20240506113009,0.11,1005.12,40.46,50.7,39442.22
20240506114009,0.06,1006.01,40.28,48.6,46557.34
20240506115009,0.06,1005.14,43.43,38.78,53451.15
20240506120009,0.06,1005.45,43.83,37.76,61123.32
20240506121009,0.05,1005.25,44.53,35.83,61582.44
20240506122009,0.04,1004.73,45.91,33.29,63423.06
20240506123009,0.02,1004.4,47.69,29.03,69908.7
20240506124009,0.01,1004.34,48.95,26.39,76305.94
20240506125009,0.01,1005.55,48.44,26.47,86469.5
20240506130009,0.01,1005.58,47.75,28.11,81658.76
20240506131009,0.74,1009.26,34.36,51.83,46998.08
20240506132009,1.18,1006.7,37.35,44.42,38432.68
20240506133009,1.25,1007.13,39.67,38.79,56173.88
20240506134009,1.17,1006.05,40.28,37.52,46050.72
20240506135009,0.99,1005.84,43.1,32.32,60504.06
20240506140009,1.0,1005.57,44.17,29.94,67419.54
20240506141009,1.04,1005.43,44.46,28.79,70537.52
20240506142009,0.88,1004.72,45.74,25.7,68190.46
20240506143009,0.91,1004.45,47.0,22.94,74420.38
20240506144009,1.1,1004.69,46.71,22.66,76410.35
20240506145009,1.15,1005.58,47.61,21.03,89220.22
20240506150009,1.45,1005.1,47.68,22.37,88451.98
20240506151009,1.06,1007.31,34.52,45.28,29390.96
20240506152009,0.85,1003.77,39.84,34.1,10283.69
20240506153009,0.79,1002.7,44.51,29.4,35393.77
20240506154009,0.59,1001.65,43.47,32.34,8939.32
20240506155009,0.58,1002.51,42.14,31.32,12260.92
20240506160009,0.63,1000.06,44.22,26.98,9056.78
20240506161009,0.75,998.97,47.56,17.78,21052.43
20240506162009,0.69,999.09,47.21,20.72,16904.31
20240506163009,0.52,997.56,49.67,21.08,12999.91
20240506164009,0.5,997.64,49.66,22.5,16337.82
20240506165009,0.72,997.84,50.06,20.25,19737.76
20240526090009,0.07,1005.05,31.76,99.92,14963.9
20240526091009,0.04,1007.69,29.09,96.85,21157.54
20240526092009,0.03,1006.64,30.06,97.85,16869.75
20240526093009,0.05,1006.25,30.36,98.61,16410.36
20240526094009,0.06,1006.43,29.25,99.26,11118.12
20240526095009,0.08,1006.76,28.79,98.46,9331.25
20240526100009,0.05,1006.64,30.13,97.42,15233.87
20240526101009,0.05,1006.27,31.07,97.82,19014.98
20240526102009,0.06,1006.5,30.4,98.6,18254.04
20240526103009,0.08,1006.36,31.27,97.12,22132.95
20240526104009,0.06,1006.24,32.29,95.14,26911.32
20240526105009,0.06,1006.25,33.02,84.61,24934.52
20240526110009,0.07,1005.81,31.94,90.43,16067.89
20240526111009,0.44,1009.14,29.81,65.7,20733.85
20240526112009,0.4,1008.8,30.87,63.25,19294.74
20240526113009,0.52,1008.32,30.7,63.72,15228.89
20240526114009,0.44,1008.14,30.19,68.45,12136.09
20240526115009,0.62,1008.07,29.91,69.18,10920.56
20240526120009,0.35,1008.63,30.87,67.04,18714.78
20240526121009,0.26,1008.65,31.49,67.44,21487.29
20240526122009,0.17,1008.52,31.26,69.56,19678.0
20240526123009,0.29,1008.72,32.12,64.82,26578.07
20240526124009,0.9,1008.69,32.33,59.65,30517.44
20240526125009,0.44,1008.38,33.39,55.22,27229.43
20240526130009,0.42,1007.99,32.08,59.26,16626.15
20240526131009,0.11,1010.5,30.22,74.31,34637.39
20240526132009,0.11,1009.9,29.86,68.83,25319.96
20240526133009,0.08,1009.94,29.79,68.81,22926.69
20240526134009,0.08,1009.74,28.46,72.46,13148.72
20240526135009,0.07,1009.71,28.66,72.37,13399.57
20240526140009,0.08,1009.62,30.2,69.86,22181.34
20240526141009,0.06,1009.58,30.76,70.34,26610.98
20240526142009,0.04,1009.65,30.09,73.63,24995.63
20240526143009,0.04,1009.67,31.29,68.31,29802.98
20240526144009,0.03,1010.12,32.22,62.11,36775.41
20240526145009,0.03,1009.95,31.89,59.6,30148.1
20240526150009,0.02,1009.45,31.05,62.95,20665.15
20240526151009,0.08,1008.39,25.33,105.49,1312.23
20240526152009,0.13,1008.01,27.59,96.26,7301.83
20240526153009,0.13,1007.67,27.93,98.19,9803.5
20240526154009,-0.0,1007.75,27.47,97.44,7057.71
20240526155009,0.07,1007.3,27.71,99.9,5903.71
20240526160009,0.11,1007.66,27.59,97.7,7458.67
20240526161009,0.05,1007.6,27.71,98.72,7538.9
20240526162009,0.04,1007.28,28.21,99.42,8340.57
20240526163009,0.05,1007.09,28.74,98.77,10641.05
20240526164009,0.07,1007.21,28.68,98.03,11658.6
20240526165009,0.07,1007.06,28.56,98.67,9464.35
20240614090009,0.05,1006.01,30.61,97.74,14245.56
20240614091009,0.12,1006.68,30.86,83.37,13057.19
20240614092009,0.09,1006.59,30.51,86.83,10698.1
20240614093009,0.22,1006.59,30.06,88.88,9827.03
20240614094009,0.17,1006.52,30.92,85.22,11641.7
20240614095009,0.15,1006.53,31.66,81.43,14186.67
20240614100009,0.28,1006.4,31.33,82.68,13074.37
20240614101009,0.17,1006.27,31.75,82.72,13735.13
20240614102009,0.13,1006.42,30.76,88.64,12066.81
20240614103009,0.18,1006.52,30.46,89.8,12042.59
20240614104009,0.4,1006.35,30.86,86.88,13349.44
20240614105009,0.4,1006.21,31.12,86.62,14638.3
20240614110009,0.49,1006.3,31.45,85.56,18981.26
20240614111009,0.23,1007.69,30.56,69.67,12195.1
20240614112009,0.19,1007.6,30.43,73.16,9849.99
20240614113009,0.38,1007.44,30.1,74.85,8805.77
20240614114009,0.11,1007.63,30.97,72.01,11989.04
20240614115009,0.15,1007.71,31.38,69.98,14150.31
20240614120009,0.13,1007.66,31.62,69.04,14112.9
20240614121009,0.12,1007.6,31.59,70.03,13838.83
20240614122009,0.08,1007.66,30.99,73.24,11891.75
20240614123009,0.07,1007.71,30.92,73.18,11541.41
20240614124009,0.15,1007.65,31.16,71.7,12740.76
20240614125009,0.09,1007.48,31.52,71.19,13192.11
20240614130009,0.08,1007.58,31.81,70.35,16076.45
20240614131009,0.04,1008.56,30.09,77.58,18643.66
20240614132009,0.04,1008.25,29.61,76.79,11059.67
20240614133009,0.04,1008.33,29.79,76.34,11844.28
20240614134009,0.04,1008.44,30.45,73.63,15884.4
20240614135009,0.03,1008.5,30.94,71.16,18637.94
20240614140009,0.02,1008.37,30.95,70.66,16977.94
20240614141009,0.03,1008.24,31.0,72.71,17287.92
20240614142009,0.03,1008.09,30.22,78.83,15018.78
20240614143009,0.03,1008.17,29.99,78.93,14434.39
20240614144009,0.03,1008.33,30.2,76.84,15915.92
20240614145009,0.03,1008.24,30.37,76.02,15624.41
20240614150009,0.03,1008.32,30.76,75.56,18971.75
20240614151009,0.07,1006.0,28.49,104.34,350.7
20240614152009,0.09,1006.1,29.56,98.05,5177.92
20240614153009,0.06,1006.3,29.16,98.45,5379.13
20240614154009,0.0,1005.93,29.84,98.17,6866.66
20240614155009,0.06,1005.45,30.18,98.82,6961.03
20240614160009,0.08,1005.89,29.3,98.16,5041.29
20240614161009,0.06,1005.63,30.01,98.57,5727.34
20240614162009,0.05,1005.18,30.62,98.44,5743.17
20240614163009,0.05,1005.42,30.17,98.59,5768.54
20240614164009,0.06,1005.6,30.07,98.3,6047.03
20240614165009,0.04,1005.38,30.46,98.29,6241.61
20240621090009,0.01,1000.64,46.37,65.61,55320.86
20240621091009,-0.06,1003.43,33.06,103.61,18560.15
20240621092009,0.03,1002.08,37.75,94.89,25003.41
20240621093009,-0.0,1002.65,39.47,80.79,32818.22
20240621094009,-0.02,1002.2,37.34,86.31,25216.04
20240621095009,0.06,1002.68,36.2,97.91,27650.77
20240621100009,0.07,1002.68,38.17,86.68,33480.95
20240621101009,-0.0,1002.71,38.96,84.38,35537.68
20240621102009,0.02,1002.5,42.01,72.85,44878.78
20240621103009,0.02,1003.34,42.59,62.48,52620.76
20240621104009,0.04,1004.04,42.74,61.6,58157.02
20240621105009,0.06,1004.15,44.6,53.73,66454.4
20240621110009,0.04,1004.39,44.83,50.12,69014.14
20240621111009,-0.04,1004.75,33.06,100.21,23286.45
20240621112009,0.05,1004.51,35.88,85.94,31505.46
20240621113009,0.08,1005.43,37.02,69.86,36665.68
20240621114009,0.01,1004.87,35.87,75.38,28249.02
20240621115009,0.07,1004.89,36.37,76.64,34880.42
20240621120009,0.06,1004.8,38.33,65.33,38821.25
20240621121009,-0.02,1004.73,39.83,64.34,45219.46
20240621122009,0.02,1004.57,41.44,58.24,48920.22
20240621123009,0.03,1005.56,41.52,53.68,56981.32
20240621124009,0.03,1005.94,42.99,47.98,65190.0
20240621125009,0.08,1005.93,45.38,40.52,77872.62
20240621130009,0.04,1005.27,45.62,39.68,73625.79
20240621131009,-0.03,1004.95,33.21,74.66,5283.89
20240621132009,-0.05,1002.35,38.96,58.86,5473.19
20240621133009,0.27,1002.02,42.1,51.15,17425.62
20240621134009,0.39,1001.81,38.16,57.66,2992.21
20240621135009,0.52,1004.5,36.09,63.94,17861.03
20240621140009,0.24,1002.57,39.79,52.76,7874.56
20240621141009,0.16,1001.03,42.84,47.71,15155.14
20240621142009,0.21,1000.24,43.74,41.44,8301.34
20240621143009,0.22,999.89,44.94,38.54,11268.4
20240621144009,0.37,999.66,44.65,38.73,10443.27
20240621145009,0.28,998.75,46.97,33.88,11208.93
20240621150009,0.23,998.96,48.17,32.11,20997.26
20240621151009,0.11,1004.01,37.1,58.15,16376.49
20240621152009,0.13,1002.45,40.64,47.14,10849.84
20240621153009,0.1,1001.38,44.53,38.4,19179.34
20240621154009,0.13,1002.89,42.19,41.46,26770.78
20240621155009,0.15,1004.46,38.28,48.71,20741.3
20240621160009,0.06,1003.97,40.81,43.84,24062.73
20240621161009,0.05,1003.79,42.72,41.1,34138.82
20240621162009,0.11,1003.39,44.33,37.04,39842.36
20240621163009,0.39,1003.56,44.1,35.36,44307.6
20240621164009,0.4,1003.6,45.06,33.06,49788.46
20240621165009,0.21,1003.08,47.93,28.85,59005.09
20240628090009,-0.0,1002.66,44.54,40.6,40716.24
20240628091009,-0.03,1006.01,35.5,66.31,27994.06
20240628092009,-0.04,1005.64,37.9,55.24,31820.39
20240628093009,0.03,1005.82,38.57,52.07,33293.08
20240628094009,0.03,1005.71,38.99,49.49,32949.29
20240628095009,0.04,1005.43,40.16,46.09,37512.7
20240628100009,0.03,1005.33,40.72,44.37,40202.62
20240628101009,0.03,1005.11,41.98,41.19,44563.7
20240628102009,0.03,1004.75,43.57,37.33,48768.55
20240628103009,0.03,1004.58,44.94,33.94,54846.15
20240628104009,0.01,1005.28,43.98,35.38,57541.7
20240628105009,-0.02,1005.39,42.35,38.76,48135.22
20240628110009,0.0,1005.29,43.49,36.73,55108.06
20240628111009,0.74,1005.72,33.83,57.51,12550.86
20240628112009,1.31,1003.23,38.41,44.77,12848.97
20240628113009,1.16,1003.26,39.82,39.6,17121.03
20240628114009,0.64,1002.83,39.88,40.82,9267.03
20240628115009,0.75,1002.87,40.55,40.34,15184.84
20240628120009,0.47,1002.37,41.58,39.23,15384.13
20240628121009,0.43,1001.57,43.22,34.22,15506.34
20240628122009,0.57,1000.4,45.5,28.87,15990.17
20240628123009,0.62,999.49,46.1,29.38,13722.48
20240628124009,0.87,999.07,46.4,29.03,15992.95
20240628125009,1.21,999.96,44.5,32.82,18776.7
20240628130009,1.28,1001.14,42.92,36.53,22312.32
20240628131009,0.91,1002.79,39.37,44.33,16535.89
20240628132009,0.85,1002.68,40.36,39.37,14976.79
20240628133009,0.66,1002.42,42.42,34.37,20037.96
20240628134009,0.58,1002.99,42.95,33.05,29729.82
20240628135009,0.43,1003.33,42.54,33.42,28911.81
20240628140009,0.27,1003.15,43.58,32.06,30289.06
20240628141009,0.18,1002.95,45.19,29.64,37608.43
20240628142009,0.21,1002.6,46.17,27.88,40536.08
20240628143009,0.26,1002.48,46.83,26.79,44545.1
20240628144009,0.51,1002.55,46.22,27.27,45753.62
20240628145009,0.41,1002.84,45.14,29.4,41381.4
20240628150009,0.37,1003.3,44.88,30.44,44834.58
20240628151009,0.12,1007.62,35.24,53.21,32676.74
20240628152009,0.06,1007.11,37.38,45.55,34222.0
20240628153009,0.09,1007.61,37.62,43.29,36577.66
20240628154009,0.06,1007.59,37.66,41.86,34095.06
20240628155009,0.05,1007.19,38.86,39.31,37163.04
20240628160009,0.04,1006.86,39.74,37.82,40266.44
20240628161009,0.03,1006.55,41.28,34.71,46733.58
20240628162009,0.04,1006.1,42.86,31.59,51153.55
20240628163009,0.04,1005.72,44.4,28.54,56736.32
20240628164009,0.01,1006.17,43.49,29.48,56849.38
20240628165009,-0.02,1006.11,42.33,31.3,47790.64
20240717090009,0.0,1002.89,47.68,32.35,58043.12
20240717091009,-0.03,1008.76,30.08,66.61,17469.92
20240717092009,-0.08,1007.57,33.52,56.15,14786.67
20240717093009,0.06,1008.1,34.12,54.2,20710.57
20240717094009,0.02,1008.47,33.57,55.32,21558.12
20240717095009,0.05,1008.29,35.0,51.43,28783.69
20240717100009,0.04,1007.99,35.36,49.72,29386.08
20240717101009,0.04,1008.18,35.71,47.02,33343.21
20240717102009,0.07,1007.78,36.44,44.17,31070.78
20240717103009,0.07,1007.64,37.72,40.19,35465.63
20240717104009,0.04,1007.35,38.34,38.19,35890.74
20240717105009,0.05,1007.33,39.05,36.53,39472.42
20240717110009,0.01,1007.22,39.78,34.67,42321.46
20240717111009,-0.01,1005.56,38.5,54.85,27684.97
20240717112009,0.01,1004.41,41.45,46.37,36632.17
20240717113009,0.04,1004.53,41.29,45.3,35215.32
20240717114009,0.01,1005.01,40.87,44.71,37674.07
20240717115009,0.01,1005.19,42.55,41.11,48373.01
20240717120009,0.01,1005.44,42.29,39.53,48318.26
20240717121009,0.0,1005.88,42.58,37.52,53693.13
20240717122009,0.01,1005.68,43.7,34.36,55643.85
20240717123009,0.02,1005.45,45.13,31.39,62003.54
20240717124009,0.0,1005.56,45.39,30.36,66051.32
20240717125009,0.0,1005.19,46.58,28.29,69237.4
20240717130009,0.03,1005.87,46.76,27.87,78913.16
20240717131009,0.65,1005.04,37.05,43.44,15446.74
20240717132009,1.28,1001.48,40.69,36.5,3423.72
20240717133009,1.38,1000.42,44.43,30.47,20491.25
20240717134009,1.03,1001.52,41.28,36.36,4734.89
20240717135009,1.37,1001.08,42.31,34.93,8899.37
20240717140009,1.92,999.99,41.8,34.58,5328.76
20240717141009,2.25,999.39,42.9,29.81,10959.92
20240717142009,1.76,998.32,46.55,23.38,9494.84
20240717143009,1.5,997.52,47.61,24.95,8146.6
20240717144009,1.65,997.61,46.73,26.53,8157.88
20240717145009,1.29,996.94,48.41,26.29,8286.04
20240717150009,1.4,998.24,47.42,26.2,19696.55
20240717151009,0.92,999.29,44.7,32.21,12850.79
20240717152009,0.77,999.14,45.25,32.31,9293.79
20240717153009,0.78,999.52,46.26,27.39,18168.58
20240717154009,0.61,1000.9,45.56,29.5,28275.76
20240717155009,0.9,1001.95,44.62,29.14,33299.4
20240717160009,1.09,1001.96,44.54,28.94,32609.03
20240717161009,1.0,1002.03,46.17,26.43,41329.16
20240717162009,0.86,1001.82,47.14,24.41,44791.46
20240717163009,0.82,1001.5,47.9,23.73,47394.56
20240717164009,0.85,1001.79,47.95,23.5,52821.9
20240717165009,0.78,1001.78,48.65,22.67,55858.38
20240316090010,0.06,1012.12,33.71,51.07,60229.84
20240316091010,0.87,1012.67,22.7,77.44,13897.24
20240316092010,1.39,1012.0,25.6,62.96,18190.41
20240316093010,1.21,1012.17,28.01,56.21,30692.5
20240316094010,1.39,1012.39,26.62,57.91,26996.45
20240316095010,1.15,1011.35,28.82,52.26,24015.36
20240316100010,1.98,1011.94,28.97,52.12,40067.69
20240316101010,1.71,1012.59,27.12,52.45,34827.56
20240316102010,1.35,1011.77,28.88,53.12,34140.82
20240316103010,1.25,1011.58,30.69,46.84,38628.51
20240316104010,1.59,1011.99,30.57,46.41,44541.39
20240316105010,1.69,1011.41,32.99,40.16,53225.8
20240316110010,1.67,1012.06,32.87,40.02,59827.36
20240316111010,0.84,1013.85,23.11,69.5,22671.1
20240316112010,1.44,1012.51,25.52,63.7,24259.71
20240316113010,1.83,1013.58,26.37,56.59,39704.58
20240316114010,1.53,1013.46,26.66,57.11,38818.08
20240316115010,1.44,1013.28,27.22,53.51,37290.88
20240316120010,1.59,1013.99,28.11,51.02,50768.46
20240316121010,1.55,1014.0,28.22,50.72,51552.1
20240316122010,1.26,1013.66,29.4,49.74,53266.74
20240316123010,1.5,1013.64,29.09,48.06,51875.32
20240316124010,1.18,1013.44,31.94,41.85,62556.0
20240316125010,1.25,1012.8,35.87,34.8,79078.11
20240316130010,1.25,1014.2,33.88,37.15,79446.19
20240316131010,0.75,1013.06,20.23,84.92,5675.1
20240316132010,1.71,1012.95,19.11,89.94,4030.85
20240316133010,1.56,1014.07,17.54,93.11,3855.44
20240316134010,1.44,1014.22,18.09,89.65,4972.93
20240316135010,1.21,1013.88,19.63,85.51,6739.19
20240316140010,1.86,1013.04,19.9,84.9,7060.32
20240316141010,1.74,1013.21,20.0,82.46,7628.14
20240316142010,1.48,1013.14,20.28,81.05,7151.6
20240316143010,1.53,1012.75,20.67,80.23,5956.72
20240316144010,1.4,1013.17,20.56,80.86,6850.23
20240316145010,1.29,1013.76,20.45,77.81,7234.55
20240316150010,1.46,1013.41,21.11,74.96,7921.53
20240316151010,0.41,1015.56,19.99,74.9,9677.1
20240316152010,0.27,1015.85,20.37,71.9,9393.55
20240316153010,0.17,1015.7,21.18,71.19,11632.68
20240316154010,0.17,1015.56,21.61,69.66,12478.7
20240316155010,0.16,1015.36,22.53,66.53,14904.45
20240316160010,0.31,1015.3,22.65,65.97,16717.3
20240316161010,0.19,1015.21,22.83,65.16,15852.73
20240316162010,0.2,1015.06,23.73,63.71,19877.41
20240316163010,0.17,1015.55,26.43,56.64,38845.44
20240316164010,0.29,1015.0,29.01,47.9,46400.14
20240316165010,0.23,1013.67,33.98,36.83,60629.26
20240324090010,0.88,1009.21,41.49,29.42,78421.3
20240324091010,0.58,1009.89,25.06,85.49,9896.82
20240324092010,1.15,1011.75,22.52,86.11,6725.45
20240324093010,1.42,1010.69,24.16,84.0,6516.77
20240324094010,1.08,1009.73,24.41,88.26,2884.46
20240324095010,1.44,1009.71,24.35,86.29,4837.79
20240324100010,1.31,1010.35,24.07,84.73,6321.16
20240324101010,1.04,1010.84,23.83,84.66,6823.01
20240324102010,1.48,1009.9,24.21,83.95,5083.55
20240324103010,0.92,1010.35,24.34,80.54,4280.93
20240324104010,0.67,1010.49,24.79,78.34,5048.78
20240324105010,1.07,1010.17,25.39,74.9,6467.61
20240324110010,1.19,1009.86,25.92,73.13,6784.56
20240324111010,0.33,1011.41,25.12,75.24,9524.95
20240324112010,0.27,1011.58,25.4,70.91,7843.18
20240324113010,0.24,1011.61,25.93,69.42,9771.8
20240324114010,0.15,1011.56,26.19,68.97,9489.78
20240324115010,0.11,1011.7,26.51,68.03,12151.3
20240324120010,0.13,1011.69,27.27,65.22,15972.35
20240324121010,0.1,1011.63,28.24,62.65,20037.65
20240324122010,0.09,1011.42,28.29,63.03,18863.61
20240324123010,0.06,1011.34,28.77,60.52,19371.42
20240324124010,0.06,1011.33,28.81,59.41,18433.02
20240324125010,0.17,1013.63,35.44,44.22,79688.02
20240324130010,0.17,1011.39,38.54,36.75,72578.9
20240324131010,-0.04,1009.37,29.07,64.85,9850.74
20240324132010,0.41,1007.41,32.83,48.86,4367.06
20240324133010,0.85,1006.51,34.43,44.78,9602.12
20240324134010,0.4,1006.31,33.18,45.65,-2727.21
20240324135010,0.68,1011.26,29.16,59.83,19708.66
20240324140010,0.4,1011.52,28.92,57.39,21568.48
20240324141010,0.83,1006.81,35.68,38.3,13709.68
20240324142010,0.83,1005.57,37.11,37.95,13975.51
20240324143010,0.59,1006.98,32.95,51.12,10219.27
20240324144010,0.51,1004.96,38.13,35.91,13121.29
20240324145010,0.73,1003.77,40.9,32.6,18715.34
20240324150010,1.17,1005.05,39.28,35.58,29394.97
20240324151010,0.26,1010.83,24.82,74.46,4890.19
20240324152010,0.15,1011.3,24.8,75.76,2087.42
20240324153010,0.12,1011.64,26.23,69.29,8838.04
20240324154010,0.13,1011.56,25.95,70.66,8937.56
20240324155010,0.11,1011.43,25.11,73.42,5060.61
20240324160010,0.01,1010.91,26.48,68.41,6040.74
20240324161010,0.09,1010.8,28.59,62.47,15719.22
20240324162010,0.18,1011.1,31.47,54.9,33609.22
20240324163010,0.08,1010.44,30.65,55.55,22041.38
20240324164010,0.09,1009.81,37.26,39.21,49683.02
20240324165010,0.32,1009.01,38.46,35.96,51212.08
20240412090010,0.02,1008.77,41.08,36.52,68612.01
20240412091010,0.03,1010.25,25.72,79.17,6979.81
20240412092010,-0.07,1010.09,27.54,70.61,6369.25
20240412093010,0.09,1011.26,26.65,74.02,12188.65
20240412094010,0.11,1011.14,27.01,73.54,14264.78
20240412095010,0.05,1010.88,27.45,71.88,14057.95
20240412100010,0.06,1010.66,28.3,69.3,16644.04
20240412101010,0.13,1011.13,27.39,69.72,16830.22
20240412102010,0.1,1010.64,28.02,67.38,13366.22
20240412103010,0.22,1010.57,29.15,64.86,20279.55
20240412104010,0.12,1010.77,29.53,61.56,22375.76
20240412105010,0.1,1010.72,29.69,61.7,22770.98
20240412110010,0.11,1010.71,29.86,60.7,22955.59
20240412111010,0.05,1008.86,26.69,88.94,1587.24
20240412112010,0.1,1006.94,32.74,62.96,7234.93
20240412113010,0.07,1007.3,32.71,62.95,11148.4
20240412114010,0.04,1007.4,32.17,62.25,10344.89
20240412115010,0.03,1006.44,34.06,58.31,9469.75
20240412120010,0.08,1005.65,36.23,50.66,12575.63
20240412121010,0.07,1004.45,38.33,45.45,12882.16
20240412122010,0.01,1005.16,36.9,49.6,13273.04
20240412123010,-0.01,1005.65,36.44,50.4,13461.07
20240412124010,0.0,1006.14,36.46,49.36,17350.24
20240412125010,0.0,1006.05,37.09,48.35,19499.77
20240412130010,0.01,1005.22,39.29,42.3,21068.73
20240412131010,0.02,1010.76,23.79,88.01,566.29
20240412132010,0.05,1010.88,25.04,86.86,6544.49
20240412133010,0.12,1011.12,25.08,85.25,10380.84
20240412134010,0.11,1010.71,26.18,79.38,11835.04
20240412135010,0.06,1010.35,25.94,79.9,7120.13
